movieId,rating,userId,MovieIdsNew
1247,5.0,2,561
1257,5.0,2,570
1258,5.0,2,571
1259,5.0,2,572
1261,5.0,2,574
1266,5.0,2,579
1270,5.0,2,583
1272,4.0,2,585
1276,5.0,2,589
1278,5.0,2,591
1288,2.0,2,601
1304,5.0,2,616
1307,4.0,2,618
1321,5.0,2,620
1333,4.0,2,622
1345,4.0,2,628
1356,5.0,2,634
1372,3.0,2,642
1373,4.0,2,643
1374,5.0,2,644
1375,5.0,2,645
1376,4.0,2,646
1396,3.0,2,660
1544,4.0,2,695
1584,4.0,2,703
1603,4.0,2,712
1653,4.0,2,731
1674,4.0,2,736
1676,5.0,2,737
1721,4.0,2,754
1779,3.0,2,768
1810,3.0,2,775
1831,5.0,2,776
1876,4.0,2,782
1882,4.0,2,783
1909,5.0,2,792
1917,4.0,2,797
1921,4.0,2,800
2009,5.0,2,841
2011,3.0,2,843
2012,3.0,2,844
2018,4.0,2,847
2028,4.0,2,854
2034,4.0,2,855
2046,5.0,2,857
2053,3.0,2,859
2054,4.0,2,860
2076,5.0,2,868
2093,5.0,2,879
2105,4.0,2,883
2117,5.0,2,892
2118,5.0,2,893
2140,4.0,2,906
2150,5.0,2,913
2288,5.0,2,942
2311,4.0,2,952
2329,4.0,2,959
2366,4.0,2,974
2371,4.0,2,977
2391,5.0,2,990
2407,4.0,2,1002
2428,4.0,2,1017
2455,4.0,2,1023
2505,4.0,2,1039
2528,4.0,2,1042
2529,5.0,2,1043
2530,4.0,2,1044
2531,3.0,2,1045
2532,4.0,2,1046
2533,3.0,2,1047
2541,1.0,2,1049
2567,3.0,2,1052
2571,5.0,2,1053
2628,5.0,2,1066
2640,4.0,2,1067
2642,3.0,2,1069
2643,1.0,2,1070
2657,3.0,2,1072
2662,3.0,2,1073
2676,1.0,2,1077
2694,4.0,2,1086
2699,3.0,2,1087
2710,5.0,2,1093
2722,4.0,2,1101
2750,4.0,2,1115
2788,5.0,2,1124
2791,5.0,2,1125
2797,4.0,2,1129
2808,4.0,2,1133
2857,3.0,2,1139
2872,5.0,2,1145
2901,3.0,2,1150
2916,4.0,2,1154
2918,5.0,2,1156
2947,4.0,2,1164
2948,4.0,2,1165
2949,4.0,2,1166
2968,5.0,2,1172
2985,5.0,2,1176
2986,2.0,2,1177
3033,5.0,2,1195
3039,5.0,2,1199
3070,4.0,2,1207
3072,4.0,2,1209
3098,4.0,2,1217
5060,5.0,2,1554
6,3.0,3,5
10,4.0,3,8
19,3.0,3,16
32,1.0,3,27
165,3.0,3,96
329,3.0,3,181
350,4.0,3,192
356,4.0,3,196
367,3.0,3,205
368,4.0,3,206
370,4.0,3,207
377,4.0,3,213
380,3.0,3,216
420,3.0,3,227
431,4.0,3,232
440,3.0,3,236
454,5.0,3,242
480,4.0,3,252
489,4.0,3,256
519,3.0,3,273
520,4.0,3,274
531,3.0,3,279
548,3.0,3,293
586,4.0,3,303
589,4.0,3,306
594,4.0,3,310
596,4.0,3,312
733,5.0,3,344
2,3.0,4,1
11,5.0,4,9
17,3.0,4,14
60,3.0,4,43
62,5.0,4,45
104,2.0,4,68
110,4.0,4,71
140,2.0,4,79
141,5.0,4,80
150,5.0,4,84
224,2.0,4,125
235,3.0,4,134
260,5.0,4,146
282,4.0,4,158
316,4.0,4,174
318,5.0,4,176
350,4.0,4,192
364,5.0,4,202
367,3.0,4,205
368,5.0,4,206
370,4.0,4,207
376,4.0,4,212
377,5.0,4,213
380,5.0,4,216
440,5.0,4,236
454,5.0,4,242
457,5.0,4,244
475,4.0,4,250
480,4.0,4,252
491,4.0,4,258
500,5.0,4,263
508,5.0,4,267
515,3.0,4,270
529,4.0,4,278
531,5.0,4,279
587,4.0,4,304
588,5.0,4,305
589,5.0,4,306
590,5.0,4,307
593,3.0,4,309
594,5.0,4,310
595,5.0,4,311
608,3.0,4,316
648,3.0,4,325
671,5.0,4,330
708,3.0,4,337
720,5.0,4,341
736,5.0,4,345
780,5.0,4,356
788,3.0,4,363
832,5.0,4,373
1028,5.0,4,447
1035,5.0,4,453
1036,5.0,4,454
1042,4.0,4,457
1073,2.0,4,465
1079,5.0,4,468
1080,5.0,4,469
1097,5.0,4,483
1136,5.0,4,498
1196,5.0,4,517
1198,5.0,4,519
1210,5.0,4,529
1291,5.0,4,604
1393,5.0,4,657
1,5.0,5,0
3,3.0,5,2
7,5.0,5,6
17,5.0,5,14
52,5.0,5,40
62,5.0,5,45
135,3.0,5,78
140,4.0,5,79
141,5.0,5,80
260,4.0,5,146
494,4.0,5,261
628,4.0,5,321
648,5.0,5,325
653,4.0,5,326
708,4.0,5,337
719,3.0,5,340
733,3.0,5,344
736,2.0,5,345
743,3.0,5,348
762,3.0,5,353
780,3.0,5,356
788,4.0,5,363
802,3.0,5,367
1073,1.0,5,465
3,3.0,6,2
7,3.0,6,6
11,4.0,6,9
15,2.0,6,12
16,3.0,6,13
17,2.0,6,14
24,3.0,6,21
105,2.0,6,69
122,2.0,6,74
151,3.0,6,85
252,2.0,6,142
260,5.0,6,146
276,2.0,6,154
316,3.0,6,174
339,3.0,6,186
348,4.0,6,190
351,3.0,6,193
355,3.0,6,195
356,4.0,6,196
357,3.0,6,197
362,3.0,6,201
364,4.0,6,202
377,3.0,6,213
440,4.0,6,236
480,5.0,6,252
509,2.0,6,268
539,4.0,6,286
553,4.0,6,297
587,5.0,6,304
589,5.0,6,306
590,4.0,6,307
597,4.0,6,313
674,2.0,6,332
708,3.0,6,337
736,3.0,6,345
750,5.0,6,351
780,4.0,6,356
788,3.0,6,363
852,3.0,6,379
880,3.0,6,384
899,4.0,6,387
908,4.0,6,393
912,5.0,6,397
914,3.0,6,399
920,4.0,6,403
922,3.0,6,405
924,3.0,6,407
928,3.0,6,409
932,3.0,6,412
952,3.0,6,421
1017,4.0,6,439
1020,3.0,6,441
1077,5.0,6,466
1094,3.0,6,480
1095,1.0,6,481
1097,4.0,6,483
1101,3.0,6,485
1183,3.0,6,509
1196,5.0,6,517
1206,2.0,6,525
1210,5.0,6,529
1230,3.0,6,547
1247,4.0,6,561
1253,4.0,6,567
1256,5.0,6,569
1259,3.0,6,572
1265,4.0,6,578
1270,4.0,6,583
1271,4.0,6,584
1272,4.0,6,585
1301,3.0,6,613
1307,3.0,6,618
1343,3.0,6,626
1357,4.0,6,635
1385,4.0,6,652
1391,2.0,6,656
1393,3.0,6,657
1408,3.0,6,663
1409,2.0,6,664
1441,3.0,6,672
1449,4.0,6,674
1466,3.0,6,679
1513,2.0,6,687
1517,3.0,6,689
1544,4.0,6,695
1573,3.0,6,701
1580,3.0,6,702
1597,3.0,6,711
1617,3.0,6,719
1674,4.0,6,736
1682,2.0,6,740
1721,5.0,6,754
1777,4.0,6,767
1882,3.0,6,783
1888,3.0,6,787
1894,3.0,6,789
1911,4.0,6,793
1917,4.0,6,797
1964,3.0,6,822
2011,4.0,6,843
2012,4.0,6,844
2013,3.0,6,845
2018,4.0,6,847
2028,5.0,6,854
2054,3.0,6,860
2067,3.0,6,866
2080,4.0,6,870
2081,3.0,6,871
2108,3.0,6,885
2112,3.0,6,888
2125,3.0,6,897
2146,3.0,6,912
2243,3.0,6,930
2297,3.0,6,947
2311,3.0,6,952
2316,3.0,6,955
2333,3.0,6,960
2346,3.0,6,966
2363,3.0,6,973
2367,3.0,6,975
2384,3.0,6,986
2390,4.0,6,989
2396,3.0,6,994
2403,4.0,6,998
2405,4.0,6,1000
2407,4.0,6,1002
2424,3.0,6,1015
2427,3.0,6,1016
2463,4.0,6,1026
2468,2.0,6,1028
2469,3.0,6,1029
2478,2.0,6,1033
2529,4.0,6,1043
2598,3.0,6,1058
2628,4.0,6,1066
2640,4.0,6,1067
2641,4.0,6,1068
2642,3.0,6,1069
2657,2.0,6,1072
2664,4.0,6,1074
2671,4.0,6,1075
2683,3.0,6,1079
2694,3.0,6,1086
2701,3.0,6,1089
2716,4.0,6,1096
2722,3.0,6,1101
2723,3.0,6,1102
2734,2.0,6,1109
2762,5.0,6,1118
2770,2.0,6,1121
2858,3.0,6,1140
2861,3.0,6,1142
2881,4.0,6,1147
2908,4.0,6,1151
2916,3.0,6,1154
2942,5.0,6,1161
2950,3.0,6,1167
2959,4.0,6,1170
2968,2.0,6,1172
2987,4.0,6,1178
2993,4.0,6,1182
3033,2.0,6,1195
3037,4.0,6,1198
3039,3.0,6,1199
3062,3.0,6,1204
3081,2.0,6,1210
3108,3.0,6,1223
3156,3.0,6,1231
3175,2.0,6,1238
3176,2.0,6,1239
3334,3.0,6,1279
3354,3.0,6,1280
3363,4.0,6,1287
3408,4.0,6,1293
3448,4.0,6,1303
3479,5.0,6,1313
3510,4.0,6,1325
3512,4.0,6,1326
3524,4.0,6,1328
3526,3.0,6,1329
3527,3.0,6,1330
3578,5.0,6,1340
3593,2.0,6,1342
3671,4.0,6,1357
3684,3.0,6,1361
3699,4.0,6,1365
3701,3.0,6,1366
3717,2.0,6,1371
3753,4.0,6,1380
3793,4.0,6,1385
3798,2.0,6,1386
3826,4.0,6,1390
3827,3.0,6,1391
3844,3.0,6,1393
3911,4.0,6,1402
3959,4.0,6,1407
3977,4.0,6,1412
3978,3.0,6,1413
3988,4.0,6,1420
3994,3.0,6,1422
4018,3.0,6,1435
4019,4.0,6,1436
4023,3.0,6,1439
4041,4.0,6,1446
4062,3.0,6,1449
4270,3.0,6,1471
4306,5.0,6,1474
4308,4.0,6,1475
4310,3.0,6,1476
4361,3.0,6,1485
4370,2.0,6,1489
4545,4.0,6,1499
4638,4.0,6,1504
4639,2.0,6,1505
4643,4.0,6,1508
4700,3.0,6,1511
4848,1.0,6,1521
4874,4.0,6,1526
4896,3.0,6,1533
4963,5.0,6,1537
4993,4.0,6,1544
4995,3.0,6,1545
5009,3.0,6,1546
1,4.0,7,0
3,5.0,7,2
6,3.0,7,5
10,4.0,7,8
19,1.0,7,16
21,4.0,7,18
39,3.0,7,30
47,5.0,7,37
48,4.0,7,38
110,5.0,7,71
150,4.0,7,84
153,3.0,7,86
161,4.0,7,92
165,3.0,7,96
168,3.0,7,97
172,1.0,7,100
173,3.0,7,101
185,2.0,7,108
207,4.0,7,118
208,3.0,7,119
231,3.0,7,130
236,4.0,7,135
253,4.0,7,143
266,5.0,7,150
276,3.0,7,154
277,4.0,7,155
288,5.0,7,159
292,4.0,7,162
296,5.0,7,164
316,2.0,7,174
329,3.0,7,181
338,2.0,7,185
339,4.0,7,186
344,3.0,7,188
349,5.0,7,191
350,4.0,7,192
353,3.0,7,194
355,2.0,7,195
356,5.0,7,196
357,4.0,7,197
364,4.0,7,202
367,3.0,7,205
372,4.0,7,209
377,4.0,7,213
380,4.0,7,216
381,4.0,7,217
434,5.0,7,234
442,4.0,7,238
454,4.0,7,242
457,5.0,7,244
480,4.0,7,252
500,4.0,7,263
508,3.0,7,267
527,5.0,7,277
539,4.0,7,286
550,4.0,7,294
551,4.0,7,295
552,3.0,7,296
553,5.0,7,297
587,4.0,7,304
588,3.0,7,305
589,5.0,7,306
590,5.0,7,307
592,4.0,7,308
593,5.0,7,309
595,3.0,7,311
597,5.0,7,313
610,4.0,7,318
648,5.0,7,325
733,4.0,7,344
356,4.0,8,196
858,5.0,8,380
1219,3.0,8,537
1911,3.0,8,793
1923,4.0,8,801
1997,5.0,8,833
2279,3.0,8,940
2605,2.0,8,1061
2683,3.0,8,1079
2688,3.0,8,1082
2706,4.0,8,1091
2710,3.0,8,1093
2719,2.0,8,1099
2722,2.0,8,1101
2840,3.0,8,1137
2841,4.0,8,1138
2959,5.0,8,1170
3016,2.0,8,1189
3785,2.0,8,1383
3798,5.0,8,1386
3979,3.0,8,1414
3994,3.0,8,1422
3999,2.0,8,1425
4022,4.0,8,1438
4034,1.0,8,1444
4148,5.0,8,1459
4369,4.0,8,1488
1,4.0,9,0
11,4.0,9,9
25,4.0,9,22
260,4.0,9,146
356,3.0,9,196
527,5.0,9,277
858,5.0,9,380
912,4.0,9,397
969,4.0,9,427
1094,3.0,9,480
1136,4.0,9,498
1196,4.0,9,517
1198,4.0,9,519
1204,3.0,9,524
1208,4.0,9,527
1210,4.0,9,529
1221,5.0,9,539
1222,3.0,9,540
1230,4.0,9,547
1240,4.0,9,554
1242,4.0,9,556
1247,5.0,9,561
1250,4.0,9,564
1304,3.0,9,616
1387,5.0,9,653
1721,4.0,9,754
1960,3.0,9,818
2028,4.0,9,854
2058,3.0,9,861
2194,4.0,9,925
2384,4.0,9,986
2529,3.0,9,1043
2657,4.0,9,1072
2797,4.0,9,1129
2944,4.0,9,1162
2948,4.0,9,1165
3062,4.0,9,1204
3107,3.0,9,1222
1,4.5,10,0
10,2.5,10,8
19,3.5,10,16
32,5.0,10,27
39,4.5,10,30
65,2.0,10,47
110,4.0,10,71
145,3.0,10,82
150,5.0,10,84
153,3.5,10,86
158,4.0,10,89
160,4.0,10,91
165,4.0,10,96
170,5.0,10,99
172,5.0,10,100
173,5.0,10,101
185,4.0,10,108
208,4.5,10,119
231,4.0,10,130
253,4.5,10,143
256,5.0,10,144
260,5.0,10,146
296,3.5,10,164
316,3.5,10,174
318,5.0,10,176
344,3.5,10,188
356,5.0,10,196
364,4.0,10,202
367,4.0,10,205
377,4.0,10,213
380,5.0,10,216
405,3.5,10,220
410,4.0,10,221
441,1.5,10,237
442,4.5,10,238
480,5.0,10,252
500,4.5,10,263
519,1.0,10,273
527,4.5,10,277
531,4.5,10,279
541,4.5,10,288
546,5.0,10,292
551,5.0,10,295
586,4.0,10,303
587,4.5,10,304
588,5.0,10,305
589,4.5,10,306
592,4.5,10,308
593,5.0,10,309
595,4.5,10,311
597,4.5,10,313
608,3.5,10,316
610,4.0,10,318
616,4.0,10,320
648,4.0,10,325
653,4.5,10,326
671,0.5,10,330
673,5.0,10,331
736,5.0,10,345
741,4.5,10,347
761,3.5,10,352
780,5.0,10,356
784,3.5,10,360
858,2.5,10,380
880,5.0,10,384
968,5.0,10,426
1028,4.0,10,447
1029,3.5,10,448
1032,4.0,10,451
1036,4.0,10,454
1064,3.0,10,464
1073,5.0,10,465
1077,0.5,10,466
1093,3.0,10,479
1097,4.5,10,483
1136,4.5,10,498
1196,5.0,10,517
1197,4.0,10,518
1198,4.0,10,519
1200,5.0,10,521
1210,4.5,10,529
1213,1.5,10,532
1214,5.0,10,533
1215,3.0,10,534
1225,5.0,10,543
1240,5.0,10,554
1253,4.0,10,567
1270,5.0,10,583
1274,5.0,10,587
1291,4.5,10,604
1320,5.0,10,619
1321,4.0,10,620
1339,5.0,10,624
1367,3.5,10,639
1387,4.0,10,653
1391,4.0,10,656
1527,4.5,10,691
1544,5.0,10,695
1580,5.0,10,702
1584,4.0,10,703
1591,5.0,10,709
1653,5.0,10,731
1676,4.5,10,737
1688,3.0,10,742
1690,5.0,10,743
1721,4.0,10,754
1748,5.0,10,761
1862,1.0,10,780
1876,4.5,10,782
1882,4.0,10,783
1917,5.0,10,797
1961,3.5,10,819
1982,1.0,10,830
2004,4.5,10,838
2011,5.0,10,843
2012,5.0,10,844
2018,4.0,10,847
2023,2.0,10,852
2028,5.0,10,854
2042,4.0,10,856
2105,4.5,10,883
2107,0.5,10,884
2123,2.5,10,895
2124,3.5,10,896
2134,5.0,10,901
2140,5.0,10,906
2143,3.0,10,909
2153,3.5,10,914
2232,4.5,10,929
2291,5.0,10,944
2294,3.5,10,945
2313,4.5,10,954
2355,4.0,10,970
2378,3.0,10,980
2396,4.5,10,994
2420,3.0,10,1011
2428,5.0,10,1017
2455,5.0,10,1023
2571,5.0,10,1053
2572,5.0,10,1054
2600,5.0,10,1060
2628,4.5,10,1066
2641,3.0,10,1068
2642,4.0,10,1069
2683,0.5,10,1079
2688,3.5,10,1082
2706,4.0,10,1091
2716,5.0,10,1096
2717,4.5,10,1097
2720,4.0,10,1100
2722,4.5,10,1101
2761,4.5,10,1117
2762,5.0,10,1118
2827,4.0,10,1136
2840,4.0,10,1137
2858,5.0,10,1140
2916,5.0,10,1154
2959,4.5,10,1170
2985,3.5,10,1176
2990,0.5,10,1180
3000,5.0,10,1185
3033,4.0,10,1195
3083,3.5,10,1212
3113,5.0,10,1224
3114,5.0,10,1225
3159,5.0,10,1233
3247,4.5,10,1248
3269,5.0,10,1266
3300,4.0,10,1273
3396,0.5,10,1290
3438,4.5,10,1300
3527,4.5,10,1330
3535,2.0,10,1332
3578,4.5,10,1340
3697,4.5,10,1363
3702,4.0,10,1367
3703,3.0,10,1368
3704,3.5,10,1369
3745,4.5,10,1377
3752,3.5,10,1379
3753,5.0,10,1380
3793,5.0,10,1385
3826,3.5,10,1390
3863,3.5,10,1395
3897,4.0,10,1400
3969,5.0,10,1410
3980,4.0,10,1415
3988,4.0,10,1420
3994,5.0,10,1422
4006,2.0,10,1428
4015,2.0,10,1433
4052,2.5,10,1447
4054,4.0,10,1448
4105,2.0,10,1455
4226,5.0,10,1463
4232,2.5,10,1464
4235,5.0,10,1465
4246,3.0,10,1468
4262,2.0,10,1470
4299,5.0,10,1473
4306,4.5,10,1474
4340,4.0,10,1481
4343,3.0,10,1482
4366,4.5,10,1486
4370,5.0,10,1489
4388,5.0,10,1491
4446,4.5,10,1492
4571,5.0,10,1501
4638,5.0,10,1504
4643,4.5,10,1508
4718,3.0,10,1513
4878,5.0,10,1527
4887,5.0,10,1531
4896,5.0,10,1533
4973,3.5,10,1538
4974,4.5,10,1539
4993,5.0,10,1544
4995,4.0,10,1545
5151,4.0,10,1560
5152,4.5,10,1561
5171,5.0,10,1562
5219,5.0,10,1564
5225,4.0,10,1565
5266,4.5,10,1567
5283,4.0,10,1568
5299,4.5,10,1572
5349,5.0,10,1575
5377,5.0,10,1576
5378,4.5,10,1577
5400,3.5,10,1579
5444,4.5,10,1581
5445,4.5,10,1582
5459,5.0,10,1585
5463,4.5,10,1586
5502,4.5,10,1590
5618,4.5,10,1599
5669,5.0,10,1602
5782,4.0,10,1607
5816,5.0,10,1612
5903,5.0,10,1618
5952,5.0,10,1621
5971,5.0,10,1625
6016,5.0,10,1631
6281,5.0,10,1640
6283,2.5,10,1641
6287,1.0,10,1642
6333,5.0,10,1647
6365,5.0,10,1649
6377,5.0,10,1651
6378,3.5,10,1652
6383,3.0,10,1654
6502,5.0,10,1657
6503,3.5,10,1658
6534,4.0,10,1659
6537,3.5,10,1660
6539,5.0,10,1661
6541,4.0,10,1662
6548,2.5,10,1663
6586,3.0,10,1667
6659,4.5,10,1672
6711,2.0,10,1676
6863,5.0,10,1685
6874,4.0,10,1689
6934,5.0,10,1693
6953,4.5,10,1698
6979,5.0,10,1700
7022,4.5,10,1702
7099,4.5,10,1704
7153,5.0,10,1708
7163,4.5,10,1713
7173,4.5,10,1714
7254,5.0,10,1715
7293,4.5,10,1717
7361,5.0,10,1724
7444,5.0,10,1730
7458,4.5,10,1734
8361,4.5,10,1741
8368,4.0,10,1743
8371,4.5,10,1744
8622,3.5,10,1750
8636,4.5,10,1752
8640,4.0,10,1754
8641,3.0,10,1755
8644,5.0,10,1756
8810,5.0,10,1763
8861,2.5,10,1764
8865,4.0,10,1765
8907,4.0,10,1768
8972,4.5,10,1778
8977,3.5,10,1779
27660,5.0,10,1788
27904,5.0,10,1792
30707,5.0,10,1793
30793,5.0,10,1795
30812,4.0,10,1797
31658,5.0,10,1800
31878,5.0,10,1803
33166,4.5,10,1807
33493,5.0,10,1808
33660,4.0,10,1810
33679,4.5,10,1811
33794,4.0,10,1812
34048,5.0,10,1813
34150,4.0,10,1815
34319,4.0,10,1817
35836,5.0,10,1820
36401,4.0,10,1821
37386,1.5,10,1824
39446,1.5,10,1832
41566,4.5,10,1839
41569,5.0,10,1840
44191,4.0,10,1843
45499,5.0,10,1852
45722,4.5,10,1855
46530,3.0,10,1858
46578,5.0,10,1859
48304,5.0,10,1867
48394,4.5,10,1869
48516,4.5,10,1870
48738,4.0,10,1871
48774,4.0,10,1872
49278,4.5,10,1875
50872,4.5,10,1877
51662,5.0,10,1880
52281,4.0,10,1881
52328,5.0,10,1882
52722,4.5,10,1883
53000,5.0,10,1885
53125,4.0,10,1888
53953,4.5,10,1891
53996,4.5,10,1893
54001,5.0,10,1894
54995,4.0,10,1899
56174,5.0,10,1910
56757,5.0,10,1912
57368,3.5,10,1914
58559,5.0,10,1916
59315,5.0,10,1919
59615,2.5,10,1922
60040,4.0,10,1924
60069,5.0,10,1925
60684,5.0,10,1928
64614,4.0,10,1937
68319,5.0,10,1946
1,4.0,11,0
3,3.0,11,2
5,2.0,11,4
6,3.0,11,5
7,3.0,11,6
17,3.0,11,14
32,3.0,11,27
34,4.0,11,28
36,4.0,11,29
95,3.0,11,64
104,4.0,11,68
110,4.0,11,71
208,3.0,11,119
231,3.0,11,130
260,4.0,11,146
344,4.0,11,188
356,4.0,11,196
364,4.0,11,202
376,3.0,11,212
380,4.0,11,216
480,3.0,11,252
494,3.0,11,261
527,4.0,11,277
585,3.0,11,302
589,4.0,11,306
590,3.0,11,307
595,4.0,11,311
608,5.0,11,316
648,3.0,11,325
653,4.0,11,326
733,4.0,11,344
736,3.0,11,345
780,3.0,11,356
784,4.0,11,360
786,4.0,11,362
788,4.0,11,363
1,4.0,12,0
2,3.0,12,1
10,3.0,12,8
11,4.0,12,9
19,3.0,12,16
32,5.0,12,27
34,1.0,12,28
39,3.0,12,30
47,5.0,12,37
95,4.0,12,64
110,5.0,12,71
150,5.0,12,84
153,3.0,12,86
160,4.0,12,91
161,5.0,12,92
165,3.0,12,96
173,3.0,12,101
185,4.0,12,108
225,4.0,12,126
231,3.0,12,130
236,3.0,12,135
253,5.0,12,143
266,5.0,12,150
282,3.0,12,158
292,5.0,12,162
296,5.0,12,164
300,2.0,12,166
315,4.0,12,173
316,3.0,12,174
317,3.0,12,175
318,5.0,12,176
339,3.0,12,186
344,3.0,12,188
349,3.0,12,191
350,4.0,12,192
356,5.0,12,196
357,3.0,12,197
364,3.0,12,202
367,4.0,12,205
377,4.0,12,213
380,2.0,12,216
410,3.0,12,221
420,4.0,12,227
432,3.0,12,233
434,4.0,12,234
435,4.0,12,235
442,4.0,12,238
457,5.0,12,244
474,4.0,12,249
480,3.0,12,252
500,5.0,12,263
508,5.0,12,267
509,4.0,12,268
